timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,target_gpu_freq_mhz,target_cpu_freq_mhz,workload,phase,prompt_length,output_length,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,max_temp_cpu_c,power_samples,model,runtime,phase_note
2026-05-13T18:29:35.404053,GPU306_CPU1036,306,1036,306,1036,short_short,mixed,128,64,0,188.12858103774488,186.5906675072712,11943.609943147749,64,5.358513908662756,135.824,11.319,11.707,2.12225,0.47119802096831187,3.677,1.963,5.679,50.3,50.5,24,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:29:48.191064,GPU306_CPU1036,306,1036,306,1036,short_short,mixed,128,64,1,189.69293194822967,187.0559916521112,11974.494674010202,64,5.344693178486061,135.456,11.288,11.707,2.1165,0.47247814788566034,3.676,1.946,5.666,50.3,50.6,24,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:30:00.977582,GPU306_CPU1036,306,1036,306,1036,short_short,mixed,128,64,2,189.08694596029818,187.06455444621426,11974.458032054827,64,5.34470953329798,135.875,11.323,12.207,2.123046875,0.47102115915363385,3.677,1.963,5.683,50.4,50.8,24,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:30:50.427167,GPU306_CPU1036,306,1036,306,1036,short_long,mixed,128,256,0,189.09323797561228,189.95377091763942,48628.27536999248,256,5.264426880291387,551.482,11.371,11.807,2.1542265625,0.46420372741086746,3.684,1.98,5.707,50.6,51.1,97,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:31:39.805100,GPU306_CPU1036,306,1036,306,1036,short_long,mixed,128,256,1,189.72130282782018,189.67124309445566,48556.858935859054,256,5.272169691580791,553.324,11.409,11.707,2.161421875,0.4626584062863711,3.734,1.975,5.699,50.9,51.4,97,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:32:29.176667,GPU306_CPU1036,306,1036,306,1036,short_long,mixed,128,256,2,752.0955570507795,194.29625368230347,48549.92201505229,247,5.087546792009692,554.619,11.435,11.807,2.245421052631579,0.44535077233199727,3.759,1.975,5.701,51.3,51.6,97,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:33:03.258857,GPU306_CPU1036,306,1036,306,1036,medium_medium,mixed,512,128,0,8842.3451569397,195.37506052851677,33264.78086900897,126,3.78778986989773,383.424,11.619,12.094,3.043047619047619,0.32861792689033553,3.666,2.468,5.485,51.4,52.2,66,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:33:29.116490,GPU306_CPU1036,306,1036,306,1036,medium_medium,mixed,512,128,1,199.00795188732445,195.60719978826955,25041.61591990851,128,5.111491223624983,288.673,11.547,11.807,2.2552578125,0.44340828549950984,3.873,1.972,5.702,51.4,51.6,50,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:33:54.954483,GPU306_CPU1036,306,1036,306,1036,medium_medium,mixed,512,128,2,199.0072140470147,195.45495399919258,25022.281470010057,128,5.115440818352706,287.627,11.505,11.807,2.2470859375,0.4450208081995084,3.825,1.972,5.708,51.5,51.8,50,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:34:07.062644,GPU306_CPU1036,306,1036,306,1036,long_medium,mixed,1024,128,0,11295.888634165749,11295.888634165749,11295.888634165749,0,0.0,136.384,11.859,12.094,0.0,0.0,3.194,3.802,4.864,52.2,52.5,23,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:34:34.236947,GPU306_CPU1036,306,1036,306,1036,long_medium,mixed,1024,128,1,209.95976706035435,205.88791665371772,26358.24108007364,128,4.856166221833585,303.684,11.46,11.807,2.37253125,0.4214907601322427,3.797,1.966,5.697,51.6,52.0,53,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:35:01.360043,GPU306_CPU1036,306,1036,306,1036,long_medium,mixed,1024,128,2,208.7857921142131,205.49376870828175,26306.995851919055,128,4.865625886000305,304.88,11.505,11.807,2.381875,0.41983731304119654,3.85,1.958,5.697,51.7,52.0,53,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:36:00.971358,GPU306_CPU1036,306,1036,306,1036,long_long,mixed,1024,512,0,209.1202801093459,209.1961055234622,58787.341570016,280,4.762930122746216,674.289,11.526,11.807,2.408175,0.4152522138133649,3.825,1.982,5.719,51.7,52.1,117,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:37:51.721533,GPU306_CPU1036,306,1036,306,1036,long_long,mixed,1024,512,1,209.12663894705474,214.68304108633293,109914.13373290561,512,4.658181642446222,1261.032,11.569,11.807,2.462953125,0.40601665937105486,3.859,1.989,5.721,51.8,52.1,218,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:37:52.740056,GPU306_CPU1036,306,1036,306,1036,long_long,mixed,1024,512,2,209.06451693736017,209.06451693736017,209.06451693736017,0,0.0,4.85,9.699,9.699,0.0,0.0,3.594,1.198,4.907,51.6,51.6,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:38:16.974466,GPU306_CPU1497,306,1497,306,1497,short_short,mixed,128,64,0,135.83948300220072,134.46346939807492,8607.223205035552,64,7.435615235649701,117.543,13.06,13.706,1.836609375,0.5444815939698663,3.949,3.15,5.962,52.3,52.9,18,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:38:26.394761,GPU306_CPU1497,306,1497,306,1497,short_short,mixed,128,64,1,135.58141002431512,134.52417014299758,8610.795358894393,64,7.432530600543439,116.844,12.983,13.706,1.8256875,0.5477388654958749,3.949,3.105,5.929,52.3,52.6,18,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:38:35.798824,GPU306_CPU1497,306,1497,306,1497,short_short,mixed,128,64,2,136.31305401213467,134.25897104695204,8594.81786005199,64,7.44634744355279,116.344,12.927,13.706,1.817875,0.5500928281647528,3.949,3.061,5.918,52.4,52.8,18,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:39:11.477364,GPU306_CPU1497,306,1497,306,1497,short_long,mixed,128,256,0,135.6581849977374,136.1887575565454,34864.4557390362,256,7.342721822941525,462.6,13.217,13.706,1.80703125,0.5533938607868568,3.982,3.194,6.042,52.6,53.2,70,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:39:47.103519,GPU306_CPU1497,306,1497,306,1497,short_long,mixed,128,256,1,137.11172016337514,135.9775687914853,34812.065195059404,256,7.353772278822803,462.55,13.216,13.706,1.8068359375,0.5534536806831694,3.982,3.194,6.04,52.7,53.3,70,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:40:22.754781,GPU306_CPU1497,306,1497,306,1497,short_long,mixed,128,256,2,136.7991289589554,136.07701817710026,34837.09104498848,256,7.3484895644530885,463.45,13.241,13.706,1.8103515625,0.5523788973999353,3.982,3.194,6.066,53.0,53.7,70,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:40:29.201579,GPU306_CPU1497,306,1497,306,1497,medium_medium,mixed,512,128,0,5638.092485023662,5638.092485023662,5638.092485023662,0,0.0,88.044,14.674,15.39,0.0,0.0,3.194,6.522,4.958,54.0,54.5,12,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:40:47.945407,GPU306_CPU1497,306,1497,306,1497,medium_medium,mixed,512,128,1,426.7811339814216,277.8675088415011,17932.76033201255,64,3.5688872663820095,239.2,13.289,13.706,3.7375,0.26755852842809363,3.982,3.227,6.08,53.1,53.4,36,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:41:06.663948,GPU306_CPU1497,306,1497,306,1497,medium_medium,mixed,512,128,2,142.73332804441452,139.87962850442847,17907.800000160933,128,7.147723338369297,238.703,13.261,13.806,1.8648671875,0.5362312161975342,3.982,3.194,6.085,53.0,53.4,36,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:41:15.223237,GPU306_CPU1497,306,1497,306,1497,long_medium,mixed,1024,128,0,7750.527238007635,7750.527238007635,7750.527238007635,0,0.0,119.216,14.902,15.39,0.0,0.0,3.194,6.738,4.97,54.3,54.7,16,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:41:35.199322,GPU306_CPU1497,306,1497,306,1497,long_medium,mixed,1024,128,1,153.20043195970356,149.6944399532224,19164.754558820277,128,6.678927173689789,257.199,13.19,13.806,2.0093671875,0.49766912001990676,3.972,3.153,6.065,53.3,53.6,39,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:41:36.159866,GPU306_CPU1497,306,1497,306,1497,long_medium,mixed,1024,128,2,152.36460603773594,152.36460603773594,152.36460603773594,0,0.0,5.049,10.098,10.098,0.0,0.0,3.594,1.597,4.907,52.5,52.5,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:42:57.142399,GPU306_CPU1497,306,1497,306,1497,long_long,mixed,1024,512,0,150.80932714045048,156.57352472595332,80161.22889705002,512,6.387127630709787,1058.088,13.309,13.806,2.066578125,0.48389169898912,3.99,3.204,6.115,53.4,54.0,159,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:42:58.101958,GPU306_CPU1497,306,1497,306,1497,long_long,mixed,1024,512,1,151.75836603157222,151.75836603157222,151.75836603157222,0,0.0,5.049,10.098,10.098,0.0,0.0,3.594,1.597,4.907,53.0,53.0,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:42:59.060077,GPU306_CPU1497,306,1497,306,1497,long_long,mixed,1024,512,2,150.36554797552526,150.36554797552526,150.36554797552526,0,0.0,4.6,9.199,9.199,0.0,0.0,3.194,1.198,4.807,53.0,53.0,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:43:18.744823,GPU306_CPU2201,306,2201,306,2201,short_short,mixed,128,64,0,99.88182689994574,98.91961038201337,6331.952127860859,64,10.107467445686659,118.436,18.221,18.899,1.8505625,0.5403762369549798,4.33,7.463,6.427,55.3,56.6,13,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:43:25.870416,GPU306_CPU2201,306,2201,306,2201,short_short,mixed,128,64,1,101.81598481722176,98.67396831719412,6318.4099399950355,64,10.129130684428223,116.889,17.983,18.899,1.826390625,0.5475279966463911,4.3,7.31,6.373,56.3,56.4,13,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:43:33.006396,GPU306_CPU2201,306,2201,306,2201,short_short,mixed,128,64,2,100.77004507184029,98.85334911283165,6328.667900990695,64,10.112712659481057,117.388,18.06,18.899,1.8341875,0.5452005315705183,4.3,7.372,6.388,56.4,56.7,13,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:43:59.624150,GPU306_CPU2201,306,2201,306,2201,short_long,mixed,128,256,0,99.73191190510988,100.814071259297,25807.80455796048,256,9.919479955184183,477.271,18.357,18.899,1.86433984375,0.5363828935761863,4.361,7.526,6.47,55.8,56.6,52,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:44:24.789221,GPU306_CPU2201,306,2201,306,2201,short_long,mixed,128,256,1,102.66808001324534,100.6173795380164,24355.169316986576,241,9.895229914575626,449.958,18.366,19.0,1.8670456431535272,0.5356055454064601,4.359,7.529,6.477,56.4,57.2,49,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:44:51.434696,GPU306_CPU2201,306,2201,306,2201,short_long,mixed,128,256,2,100.88992491364479,100.91830010562404,25835.5206719134,256,9.908838426403598,477.725,18.374,19.0,1.86611328125,0.5358731487780627,4.361,7.533,6.479,57.0,57.4,52,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:45:09.351183,GPU306_CPU2201,306,2201,306,2201,medium_medium,mixed,512,128,0,3885.452438844368,104.1101210559975,17107.687762007117,128,7.482016376535897,350.424,20.024,27.172,2.7376875,0.36527178503755453,4.164,9.686,6.174,58.0,60.2,35,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:45:10.263625,GPU306_CPU2201,306,2201,306,2201,medium_medium,mixed,512,128,1,105.95980193465948,105.95980193465948,105.95980193465948,0,0.0,5.648,11.296,11.296,0.0,0.0,3.594,2.795,4.907,54.8,54.8,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:45:11.175621,GPU306_CPU2201,306,2201,306,2201,medium_medium,mixed,512,128,2,105.78562808223069,105.78562808223069,105.78562808223069,0,0.0,5.148,10.297,10.297,0.0,0.0,3.194,2.396,4.707,54.8,54.8,1,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:45:31.505094,GPU306_CPU2201,306,2201,306,2201,long_medium,mixed,1024,128,0,5291.560597950593,112.0368490090931,19520.489283138886,128,6.557212687827549,400.24,20.525,27.172,3.126875,0.31980811513092144,4.146,10.228,6.15,58.1,60.2,39,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:45:46.648596,GPU306_CPU2201,306,2201,306,2201,long_medium,mixed,1024,128,1,113.11724106781185,111.98186070848931,14335.072237066925,128,8.9291492838818,266.394,18.372,19.0,2.081203125,0.48049130235665966,4.351,7.491,6.53,56.7,57.0,29,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:46:02.000849,GPU306_CPU2201,306,2201,306,2201,long_medium,mixed,1024,128,2,113.25218505226076,113.62418536954802,14543.772460892797,128,8.801017778859178,264.746,18.258,19.0,2.068328125,0.4834822811298377,4.351,7.394,6.513,56.6,57.0,29,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:47:03.592755,GPU306_CPU2201,306,2201,306,2201,long_long,mixed,1024,512,0,115.19415397197008,118.71226067716755,60778.07474392466,512,8.424090466129469,1111.692,18.375,19.0,2.1712734375,0.4605592196399722,4.382,7.429,6.564,56.8,58.0,121,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:48:05.646443,GPU306_CPU2201,306,2201,306,2201,long_long,mixed,1024,512,1,113.75622311607003,122.00713556958362,61239.724668907,501,8.180964279455207,1105.591,18.124,19.0,2.206768463073852,0.4531513009783908,4.359,7.273,6.492,56.9,58.2,122,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:49:06.554934,GPU306_CPU2201,306,2201,306,2201,long_long,mixed,1024,512,2,113.77943097613752,117.37804029158767,60094.89017096348,512,8.519859151808335,1105.191,18.42,19.0,2.158576171875,0.4632683400425809,4.379,7.47,6.571,57.2,58.2,120,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:49:34.939772,GPU612_CPU1036,612,1036,612,1036,short_short,mixed,128,64,0,187.91368301026523,186.5847933823095,11943.020432023332,64,5.358778406540615,139.483,11.624,11.807,2.179421875,0.45883727766107696,3.877,1.963,5.784,54.7,54.9,24,Phi-3-mini-Q4,llama.cpp,
2026-05-13T18:49:47.690630,GPU612_CPU1036,612,1036,612,1036,short_short,mixed,128,64,1,187.85499804653227,186.51286717356433,11938.43228300102,64,5.360837879118247,139.932,11.661,11.807,2.1864375,0.4573650058599892,3.943,1.946,5.772,54.5,54.7,24,Phi-3-mini-Q4,llama.cpp,
