timestamp,control_mode,gpu_cap_mhz,emc_cap_mhz,cpu_cap_mhz,workload,prompt_length,output_length,target_output_tokens,repeat,ttft_ms,tpot_ms,total_time_ms,tokens_per_second,output_tokens,prompt_tokens,benchmark_mode,is_complete_output,completion_ratio,total_energy_j,avg_power_w,max_power_w,temperature_c,target_gpu_cap_mhz,target_emc_cap_mhz,target_cpu_cap_mhz,actual_gpu_mhz,actual_emc_mhz,actual_cpu_mhz,governor_gpu,governor_cpu,temperature_start_c,temperature_end_c,energy_per_token_j,tokens_per_joule,model,experiment
2026-05-20T18:00:35.395987,cap,612,204,1036,p128_o128,128,128,128,0,70.2524030348286,67.41616203940994,8632.610420987476,14.82749640697422,128,120,True,True,1.0,228.94,26.934,27.282,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,56.281,56.5,1.78859375,0.5590984537433389,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:00:50.029868,cap,612,204,1036,p128_o128,128,128,128,1,69.52095398446545,67.50612874794018,8643.292744003702,14.809170971190373,128,120,True,True,1.0,236.669,27.843,28.681,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,56.625,56.968,1.8489765625,0.5408397381997642,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:01:04.659072,cap,612,204,1036,p128_o128,128,128,128,2,68.62317002378404,67.55285350400514,8648.340204032138,14.800527844675008,128,120,True,True,1.0,229.368,26.985,27.673,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,56.906,57.5,1.7919375,0.5580551777056957,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:01:28.338860,cap,612,204,1036,p128_o256,128,256,256,0,68.60596098704264,69.0806605058777,17685.160628985614,14.475412769529573,256,120,True,True,1.0,473.616,27.064,27.681,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,57.281,57.75,1.8500625,0.5405222796527145,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:01:52.115602,cap,612,204,1036,p128_o256,128,256,256,1,68.94005002686754,69.44162723512443,17777.554481988773,14.400180871860915,256,120,True,True,1.0,472.977,27.027,28.08,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,57.75,58.218,1.84756640625,0.5412525344784207,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:02:15.821718,cap,612,204,1036,p128_o256,128,256,256,2,68.83084296714514,69.176103376473,17709.70629097428,14.455349840017952,256,120,True,True,1.0,474.949,27.14,27.781,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,58.093,58.468,1.85526953125,0.539005240562671,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:02:58.241931,cap,612,204,1036,p128_o512,128,512,512,0,68.42745997710153,71.12853486503705,36417.08688699873,14.059334333597924,512,120,True,True,1.0,960.964,27.069,28.08,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,58.437,59.187,1.8768828125,0.5327983150253287,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:03:40.607781,cap,612,204,1036,p128_o512,128,512,512,1,68.46964999567717,71.02665651467521,36365.09986402234,14.079433355455874,512,120,True,True,1.0,963.282,27.135,27.789,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,58.937,59.718,1.88141015625,0.5315162122825922,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:04:23.033670,cap,612,204,1036,p128_o512,128,512,512,2,68.07257595937699,71.14426131905175,36424.78358198423,14.056363542904789,512,120,True,True,1.0,964.692,27.174,27.781,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,59.25,59.968,1.8841640625,0.5307393447856933,Phi-3-mini-Q4,cap_profiling
2026-05-20T18:04:54.858193,cap,612,204,1036,p512_o512,512,512,512,0,495.4769089818001,70.55712153067859,25825.13619598467,13.901185158350408,359,510,True,False,0.701171875,695.477,27.274,28.281,0.0,612,204,1036,1300,204,1036,simple_ondemand,schedutil,59.531,59.843,1.9372618384401115,0.5161924837198067,Phi-3-mini-Q4,cap_profiling
