timestamp,control_mode,gpu_cap_mhz,emc_cap_mhz,cpu_cap_mhz,workload,prompt_length,output_length,target_output_tokens,repeat,ttft_ms,tpot_ms,total_time_ms,tokens_per_second,output_tokens,prompt_tokens,benchmark_mode,is_complete_output,completion_ratio,total_energy_j,avg_power_w,max_power_w,temperature_c,target_gpu_cap_mhz,target_emc_cap_mhz,target_cpu_cap_mhz,actual_gpu_mhz,actual_emc_mhz,actual_cpu_mhz,governor_gpu,governor_cpu,temperature_start_c,temperature_end_c,energy_per_token_j,tokens_per_joule,model,experiment
2026-06-03T21:39:07.740802,cap,612,3199,1036,p64_o64,64,64,64,0,135.64438396133482,130.25761649219527,8342.141167959198,7.671891270051093,64,60,True,True,1.0,219.85,25.865,26.811,0.0,612,3199,1036,612,204,1036,performance,schedutil,67.5,67.093,3.43515625,0.29110757334546283,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:39:19.114007,cap,612,3199,1036,p64_o64,64,64,64,1,79.68575193081051,76.6318723030891,4907.764074974693,13.040561653389993,64,60,True,True,1.0,241.252,48.25,49.959,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.437,67.718,3.7695625,0.265282774857825,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:39:30.472023,cap,612,3199,1036,p64_o64,64,64,64,2,79.88094200845808,76.64889326903022,4909.029058995657,13.037201293954823,64,60,True,True,1.0,241.652,48.33,49.959,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.562,67.718,3.7758125,0.26484365947726485,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:39:46.764657,cap,612,3199,1036,p128_o128,128,128,128,0,80.06192604079843,76.78045866933952,9831.672689993866,13.019147812993342,128,120,True,True,1.0,484.933,48.493,50.358,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.562,67.968,3.7885390625,0.26395398952020177,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:40:02.959574,cap,612,3199,1036,p128_o128,128,128,128,1,78.3976559760049,76.79894725942441,9832.358391024172,13.018239867746225,128,120,True,True,1.0,484.246,48.425,50.373,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.437,68.031,3.783171875,0.26432846115404157,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:40:19.155426,cap,612,3199,1036,p128_o128,128,128,128,2,78.316621016711,76.789388299267,9831.063047982752,13.019955153910287,128,120,True,True,1.0,485.427,48.543,50.358,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.687,67.812,3.7923984375,0.26368537390792024,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:41:06.437064,cap,612,3199,1036,p128_o512,128,512,512,0,78.40403204318136,79.89992917407807,40909.33382511139,12.515481239289183,512,120,True,True,1.0,1959.968,48.999,50.06,0.0,612,3199,1036,1300,204,1036,performance,schedutil,67.312,68.437,3.8280625,0.26122875475517965,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:41:53.763411,cap,612,3199,1036,p128_o512,128,512,512,1,80.19216195680201,79.95750296290475,40940.46439998783,12.50596463678981,512,120,True,True,1.0,1960.944,49.024,50.459,0.0,612,3199,1036,1300,204,1036,performance,schedutil,68.0,69.031,3.82996875,0.2610987361189305,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:42:41.076755,cap,612,3199,1036,p128_o512,128,512,512,2,80.20733296871185,79.92172538354781,40922.2265080316,12.51153819549658,512,120,True,True,1.0,1964.48,49.112,50.459,0.0,612,3199,1036,1300,204,1036,performance,schedutil,68.437,69.187,3.836875,0.2606287669001466,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
2026-06-03T21:43:08.117522,cap,612,3199,1036,p256_o256,256,256,256,0,243.95952001214027,80.06877311751904,20662.490649032407,12.389600283351518,256,255,True,True,1.0,995.014,48.537,50.358,0.0,612,3199,1036,1300,204,1036,performance,schedutil,68.437,69.093,3.8867734375,0.25728281210113624,Qwen2.5-14B-Instruct-Q4_K_M,cap_profiling
