strategy,workload,mean_energy_j,std_energy_j,mean_ttft_ms,mean_tpot_ms,mean_time_ms
default,long_long,79.27121232706587,10.040628016399705,10.223729926069549,7.21852933736483,3920.4208888734747
default,long_medium,20.467302454048756,3.572127650570878,10.884556663813582,7.223618140750363,1125.8907415121962
default,medium_medium,20.302959470743467,1.7193314472800538,12.05619489935592,7.629830981632301,1081.7818497982353
default,short_long,40.95506502877463,8.21410509785975,11.934229293948318,7.88472183190405,2044.250025925985
default,short_short,10.994669118881315,1.9072175864040481,11.274581794166489,7.881955753228498,529.1445901652086
energy_efficient,long_long,160.8497144004452,16.844403688748855,10.53167277422254,16.158044328615052,8707.437578065148
energy_efficient,long_medium,43.561912774182964,5.786349140930219,11.049140244849898,16.189646975633494,2512.0453614997846
energy_efficient,medium_medium,44.91904124906739,3.295501331143149,11.548452764336322,17.03495989345238,2423.5068690106305
energy_efficient,short_long,83.56646248053383,9.353766089895093,12.595388654730998,17.803680269322744,4617.043724206897
energy_efficient,short_short,21.08643090825313,3.1679855814016387,11.968533686194661,17.47980507257573,1175.764298285722
max_perf,long_long,52.92253103884942,7.886858086610143,10.813137669195166,4.278728877479649,2311.9226140369183
max_perf,long_medium,14.666491918423134,2.2959672768823762,11.207677981543787,4.222193169528289,659.0434736532782
max_perf,medium_medium,13.861130185269374,1.2088694555579127,11.306063397452482,4.525195774990668,636.0562225847376
max_perf,short_long,27.878016958488935,4.390507625656513,11.774921295701105,4.692551120528731,1216.564747939668
max_perf,short_short,7.031283102588707,0.8276431439810634,13.200406274521319,4.682433207221456,314.4315544882019
oracle,long_long,76.55999021239742,8.351445958109473,10.541850370992972,7.217733237236658,3899.6159615451115
oracle,long_medium,21.822296454057184,3.4366040225581447,10.479177984100494,7.164574660796245,1111.6158991404243
oracle,medium_medium,18.880016327932132,2.9448240026531365,11.737012568752409,7.601042777739167,1075.534297683065
oracle,short_long,29.88031555372321,5.681635741424214,11.430215628225756,4.687589077503597,1215.8084407133642
oracle,short_short,10.159418753869538,1.2061434734777756,12.015235885893107,7.970240263154283,535.1208738719145
phase_aware,long_long,60.8058951676771,12.323735861903103,131.8755598969503,6.353010145940358,3523.603666205123
phase_aware,long_medium,19.509576148299995,2.366510057873755,138.35724491630805,6.331540811285288,1087.806103018888
phase_aware,medium_medium,17.59822262490595,2.339443907615283,69.32943608771708,6.692407601362218,1065.366528357883
phase_aware,short_long,33.14283275876875,4.869571948702287,28.29283720599714,6.994074516247745,1956.074955109373
phase_aware,short_short,9.25441456542239,1.3057055901091865,25.17356697090851,7.0064041881852175,613.0638880432999
