batch_size,prompt_length,output_length,ttft_ms,tpot_ms,total_time_ms,avg_power_w,max_power_w,temperature_c,total_energy_j,energy_per_token_j,tokens_per_second,prefill_time_ms,decode_time_ms,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,combo_name
1,512,128,8.926163948469927,17.116536334532714,2434.5031390044037,20.083623764427276,33.2853549314095,57.239502025194945,48.893645097081645,0.15603495187975652,117.67337075332163,247.38462116706373,977.2231675443434,378,1020,133,all_low
1,512,128,13.560394363610374,7.581614505328944,1089.10787359543,17.781300973639116,38.8737522391089,47.674711511209644,19.365754893160446,0.1090357777382311,117.52738466341127,117.2025685095804,971.9053050858495,846,1479,1600,all_mid
1,512,128,11.93698537548211,4.5538387051133,647.5540966520732,25.79248431482935,41.25288223663752,48.86018665294796,16.702028880902084,0.137262784139341,117.10517030958306,64.50197343337621,984.1589030216305,1428,2015,2133,all_high
1,512,128,10.412311294558851,7.5221145679682335,1058.342676559781,25.560107708078792,50.251421523799834,46.98274745388254,27.0513528049244,0.1260420624238146,120.94381416808515,96.09258556477616,962.2500909950049,846,1479,2133,mid_cpu_mid_gpu_high_emc
