timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-05-23T20:19:41.883756,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,0,94.05773493926972,91.40834528657179,5853.05036092177,64,10.934469388355122,175.726,29.288,30.582,2.74571875,0.36420336205228593,20.262,0.532,8.493,53.7,12,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:19:48.548012,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,1,94.11008597817272,91.4060843494972,5852.96369693242,64,10.934631293466394,174.656,29.109,30.582,2.729,0.36643459142543056,20.126,0.565,8.418,54.1,12,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:19:55.212413,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,2,94.04058195650578,91.41420895263316,5853.409562958404,64,10.933798380520875,174.707,29.118,30.582,2.729796875,0.3663276228199214,20.159,0.532,8.426,54.4,12,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:20:07.745375,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,0,93.99469592608511,91.53966499239529,11720.026600989513,128,10.921476917910157,341.856,29.727,30.682,2.67075,0.3744266591781335,20.671,0.503,8.553,55.0,23,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:20:20.286503,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,1,94.22073804307729,91.60093784214943,11728.035256033763,128,10.914019032654885,342.707,29.801,30.682,2.6773984375,0.37349689384809764,20.688,0.503,8.609,55.5,23,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:20:32.824205,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,2,94.14195502176881,91.57569877213,11724.751591100357,128,10.91707564168422,342.657,29.796,30.682,2.6770078125,0.3735513939595572,20.688,0.503,8.605,56.0,23,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:20:52.903916,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,0,94.06701289117336,91.72188397161125,19264.373811893165,209,10.849041969429111,571.874,30.099,30.682,2.736239234449761,0.36546511993900754,20.873,0.567,8.658,56.7,38,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:21:41.790015,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,1,94.08358798827976,93.86744836997788,48062.31646996457,512,10.652836517356846,1413.758,30.08,30.783,2.76124609375,0.3621553335153541,20.915,0.518,8.647,57.8,94,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:22:30.724114,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,2,100.1670800615102,93.94933707048887,48110.261793015525,512,10.642220202475189,1416.334,30.135,30.783,2.76627734375,0.36149665262572245,20.932,0.556,8.647,59.0,94,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:22:55.154760,GPU306_CPU1036,306,1036,3199,306,3199,p256_o256,256,256,decode,0,100.2951079281047,92.20635052542112,23613.87510690838,256,10.841083847568317,704.135,29.963,30.783,2.75052734375,0.36356664560063057,20.755,0.569,8.64,59.6,47,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:23:19.572257,GPU306_CPU1036,306,1036,3199,306,3199,p256_o256,256,256,decode,1,99.60667707491666,92.15805719597448,23600.903779966757,256,10.847042231378506,703.878,29.952,30.783,2.7495234375,0.36369939108766003,20.761,0.56,8.631,60.0,47,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:23:43.993227,GPU306_CPU1036,306,1036,3199,306,3199,p256_o256,256,256,decode,2,99.73521705251187,92.17102111764618,23604.320745100267,256,10.845472011862062,704.46,29.977,30.783,2.751796875,0.3633989154813616,20.758,0.569,8.65,60.3,47,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:23:56.564970,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,0,99.74311990663409,91.79807095293425,11758.628326002508,128,10.885623429133013,353.961,29.497,30.783,2.7653203125,0.36162176058944345,20.376,0.549,8.573,60.5,24,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:24:09.125750,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,1,94.35836202464998,91.750259953001,11747.132402961142,128,10.896276266345186,353.758,29.48,30.783,2.763734375,0.36182927311891183,20.409,0.515,8.556,60.5,24,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-23T20:24:21.681119,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,2,93.36817904841155,91.72069327539111,11742.395573062822,128,10.900671775496418,343.809,29.896,30.783,2.6860078125,0.37229973619073375,20.706,0.538,8.653,60.6,23,Qwen2.5-7B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
