timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-05-22T07:43:34.844943,GPU306_CPU1036,306,1036,3199,306,3199,p128_o64,128,64,decode,0,182.20454698894173,473.19992558775647,29994.12778200349,64,2.1337509950331035,803.929,27.252,27.886,12.561390625,0.079609020199545,18.322,0.595,8.334,60.6,59,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:44:06.363177,GPU306_CPU1036,306,1036,3199,306,3199,p128_o64,128,64,decode,1,481.15613497793674,479.6585325717128,30699.912570999004,64,2.0846964906492365,820.524,27.351,28.486,12.8206875,0.07799893726447978,18.41,0.579,8.363,60.4,60,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:44:37.867141,GPU306_CPU1036,306,1036,3199,306,3199,p128_o64,128,64,decode,2,479.6783640049398,479.45333527038906,30685.510442010127,64,2.085674935111411,819.676,27.323,28.486,12.8074375,0.07807963146413949,18.396,0.565,8.361,60.3,60,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:45:40.659264,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,0,481.4286849577911,484.11786181927386,61964.88098701229,128,2.0656862074314084,1637.873,27.298,28.486,12.7958828125,0.0781501374038158,18.4,0.555,8.343,60.1,120,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:46:43.671255,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,1,480.5746109923348,493.65264711203054,62187.65103101032,126,2.0261257325376256,1352.328,27.32,28.885,10.732761904761905,0.09317266225353613,18.415,0.572,8.332,59.9,99,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:47:44.532118,GPU306_CPU1036,306,1036,3199,306,3199,p512_o128,512,128,decode,2,480.86575197521597,468.91646237042914,60033.7776360102,128,2.1321330264451235,1504.908,27.362,29.884,11.75709375,0.08505503326449192,18.443,0.566,8.353,59.8,110,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:48:46.752228,GPU306_CPU1036,306,1036,3199,306,3199,p1024_o128,1024,128,decode,0,482.29833599179983,499.26317312332924,61392.89384899894,123,2.003489203531096,1624.155,27.297,28.886,13.204512195121952,0.07573168817015617,18.386,0.563,8.347,59.8,119,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:49:49.423225,GPU306_CPU1036,306,1036,3199,306,3199,p1024_o128,1024,128,decode,1,481.3223839737475,483.1619154649061,61843.40840502409,128,2.0697436202368404,1652.244,27.31,28.486,12.90815625,0.07747039783470239,18.389,0.58,8.34,59.7,121,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:50:52.429848,GPU306_CPU1036,306,1036,3199,306,3199,p1024_o128,1024,128,decode,2,480.87764403317124,485.8040530628737,62178.5027210135,128,2.058589293703623,1666.484,27.319,28.486,13.01940625,0.07680841820263501,18.425,0.563,8.332,59.6,122,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:52:50.703557,GPU306_CPU1036,306,1036,3199,306,3199,p128_o256,128,256,decode,0,476.88850795384496,458.6385577490243,117430.68825098453,256,2.180009363930929,3141.24,27.434,30.183,12.27046875,0.0814964790974265,18.523,0.563,8.348,59.6,229,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
