timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-05-22T07:15:23.168373,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p128_o64,128,64,decode,0,182.06308997469023,179.52332838109533,11492.30392096797,64,5.56894426392871,340.37,29.597,30.283,5.31828125,0.18803067250345212,20.498,0.52,8.579,54.4,23,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:15:35.474471,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p128_o64,128,64,decode,1,182.15047096600756,179.53448938131925,11493.091563985217,64,5.56856261378362,338.718,29.454,30.682,5.29246875,0.18894773823652714,20.376,0.503,8.574,54.9,23,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:15:47.784604,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p128_o64,128,64,decode,2,182.21017700852826,179.59656733243415,11497.1064379788,64,5.566618030827872,340.566,29.614,30.682,5.32134375,0.18792245849556327,20.463,0.555,8.596,55.3,23,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:16:11.600637,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p512_o128,512,128,decode,0,182.08167096599936,179.660301015705,22999.434533994645,128,5.565354218200789,673.99,29.955,30.792,5.265546875,0.18991379694060742,20.778,0.505,8.671,56.0,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:16:35.418791,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p512_o128,512,128,decode,1,182.11840896401554,182.5524246399291,23001.672072976362,126,5.477862635387789,676.776,30.079,30.682,5.371238095238095,0.186176814780666,20.873,0.532,8.674,56.7,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:16:59.231631,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p512_o128,512,128,decode,2,182.24937899503857,179.63651103136226,22996.584974986035,128,5.566043833866151,677.18,30.097,30.783,5.29046875,0.18901916772497712,20.9,0.514,8.682,57.3,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:17:23.043149,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p1024_o128,1024,128,decode,0,182.07414902281016,186.9873721228882,22995.02318596933,123,5.348983517226885,677.67,30.119,30.783,5.509512195121951,0.181504271990792,20.9,0.532,8.687,57.7,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:17:46.853925,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p1024_o128,1024,128,decode,1,182.0934099960141,179.62082625984573,22994.437197980005,128,5.566563725736433,677.52,30.112,30.783,5.293125,0.18892431219742592,20.891,0.532,8.689,58.1,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:18:10.663560,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p1024_o128,1024,128,decode,2,182.0674450136721,179.6126864643357,22993.371909018606,128,5.566821626096303,677.823,30.125,30.792,5.2954921875,0.18883985937331724,20.9,0.541,8.685,58.5,45,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-05-22T07:18:57.623215,GPU306_EMC204_CPU1036,306,1036,3199,306,204,p128_o256,128,256,decode,0,181.96950503624976,180.20845168229084,46136.15265401313,256,5.548793847632026,1361.276,30.251,30.792,5.317484375,0.18805885066658046,21.012,0.51,8.728,59.0,90,Qwen2.5-14B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
