timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-05-16T01:56:26.514553,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,decode,0,82.29417912662029,80.60319156992057,5160.554826958105,64,12.401767280074587,87.274,15.868,16.504,1.36365625,0.7333226390448473,8.419,0.399,7.05,52.1,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:56:32.482650,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,decode,1,82.36521505750716,80.53702226884309,5156.4645250327885,64,12.411604829103918,86.386,15.707,16.516,1.34978125,0.7408607876276249,8.274,0.399,7.033,52.1,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:56:38.450389,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,decode,2,82.35666807740927,80.53893591868618,5156.567034078762,64,12.411358094840285,86.29,15.689,16.519,1.34828125,0.7416850156449183,8.275,0.399,7.015,52.2,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:56:49.598370,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,decode,0,82.1822031866759,80.72811676240636,10335.156574146822,128,12.384911547464053,168.853,16.081,16.516,1.3191640625,0.7580558237046424,8.535,0.399,7.147,52.4,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:57:00.733730,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,decode,1,82.41515280678868,80.62932589898018,10322.846059920266,128,12.39968117871833,169.162,16.111,16.516,1.321578125,0.7566711199914874,8.535,0.399,7.177,52.5,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:57:11.875873,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,decode,2,82.34397997148335,80.68016129105872,10329.196454025805,128,12.392057849777075,168.912,16.087,16.516,1.319625,0.7577910391209624,8.516,0.399,7.172,52.6,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:57:23.022368,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,decode,0,82.60124898515642,80.7143269055413,10333.791540004313,128,12.386547522705937,169.148,16.109,16.516,1.32146875,0.7567337479603661,8.535,0.399,7.175,52.6,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:57:34.167719,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,decode,1,82.4883182067424,80.7046099752921,10332.453167065978,128,12.388151964529747,168.911,16.087,16.516,1.3196171875,0.7577955254542333,8.535,0.399,7.153,52.7,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:57:45.319748,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,decode,2,82.54447090439498,80.7586705906126,10339.373033959419,128,12.379860904484936,168.964,16.092,16.516,1.32003125,0.7575578229682063,8.535,0.399,7.157,52.8,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:58:06.962097,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o256,128,256,decode,0,82.7411338686943,81.34397280804228,20826.400867896155,256,12.292090295573988,335.382,16.36,16.516,1.3100859375,0.7633087047009082,8.694,0.399,7.267,52.9,41,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:58:28.671661,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o256,128,256,decode,1,88.81910587660968,81.58460014554508,20893.942456925288,256,12.252354984118803,333.46,16.266,16.516,1.302578125,0.7677082708570744,8.636,0.399,7.231,53.0,41,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:58:50.369623,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o256,128,256,decode,2,88.23555591516197,81.541399043236,20882.27097899653,256,12.259203046329866,335.282,16.355,16.519,1.3096953125,0.7635363664020138,8.695,0.399,7.261,53.1,41,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T01:59:35.259022,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o512,1024,512,decode,0,88.87239592149854,86.0586387420587,44066.7225769721,512,11.618744713897904,701.916,16.324,16.604,1.3709296875,0.7294320118076806,8.736,0.399,7.189,53.2,86,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:00:12.961321,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o512,1024,512,decode,1,89.84329900704324,85.15343936851676,36881.78581092507,432,11.713098769529582,588.2,16.339,16.516,1.3615740740740743,0.7344440666439985,8.732,0.399,7.208,53.3,72,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:00:57.816350,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o512,1024,512,decode,2,88.52852787822485,85.9922998336029,44032.518308842555,512,11.627770104104648,702.692,16.342,16.516,1.3724453125,0.7286264821571897,8.741,0.399,7.202,53.4,86,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:13.267128,GPU306_EMC665_CPU1036,306,1036,665,306,665,p128_o64,128,64,decode,0,82.40762003697455,80.65055052395023,5163.646441185847,64,12.39434200791296,87.63,15.933,16.516,1.36921875,0.7303434896724866,8.419,0.399,7.114,53.4,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:19.243650,GPU306_EMC665_CPU1036,306,1036,665,306,665,p128_o64,128,64,decode,1,82.86460000090301,80.66802939754866,5165.1999820023775,64,12.390614152985673,86.624,15.75,16.504,1.3535,0.7388252678241596,8.311,0.399,7.04,53.3,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:25.211224,GPU306_EMC665_CPU1036,306,1036,665,306,665,p128_o64,128,64,decode,2,82.50156603753567,80.53214331748822,5156.274812994525,64,12.412061482586452,86.624,15.75,16.504,1.3535,0.7388252678241596,8.311,0.399,7.04,53.4,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:36.364827,GPU306_EMC665_CPU1036,306,1036,665,306,665,p512_o128,512,128,decode,0,82.4096619617194,80.76914501611114,10340.56822094135,128,12.37843001130044,169.126,16.107,16.519,1.321296875,0.7568321842886369,8.536,0.399,7.172,53.4,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:47.520301,GPU306_EMC665_CPU1036,306,1036,665,306,665,p512_o128,512,128,decode,1,83.13735504634678,80.77844084189164,10342.486690962687,128,12.376133885852326,169.248,16.119,16.519,1.32225,0.7562866326337683,8.536,0.399,7.184,53.5,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T02:01:58.667708,GPU306_EMC665_CPU1036,306,1036,665,306,665,p512_o128,512,128,decode,2,82.56203611381352,80.72163024367251,10334.687242051587,128,12.385473986979612,169.177,16.112,16.519,1.3216953125,0.7566040300986541,8.536,0.399,7.177,53.5,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
