timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-05-16T05:53:45.939974,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,mixed,0,82.9244451597333,80.62213388759466,5162.387199001387,64,12.397365314322059,86.873,15.795,16.404,1.357390625,0.7367076076571547,8.383,0.399,7.013,47.9,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:53:51.916450,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,mixed,1,82.88316614925861,80.6571394907281,5164.549096021801,64,12.392175736948369,85.669,15.576,16.404,1.338578125,0.7470613640873596,8.238,0.399,6.939,48.0,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:53:57.973222,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o64,128,64,mixed,2,82.91654102504253,86.0377852184077,5245.45686901547,61,11.629110966543742,86.266,15.685,16.404,1.4141967213114754,0.7071152018176338,8.31,0.399,6.976,48.2,11,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:11.019815,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,mixed,0,845.7942451350391,89.66206780297492,12233.369910158217,128,10.463183974655479,191.375,15.948,16.702,1.4951171875,0.6688438928804703,8.516,0.515,6.917,48.4,24,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:23.305248,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,mixed,1,93.40339503251016,89.59518979472203,11472.478960175067,128,11.157135301300805,183.936,15.994,16.702,1.437,0.6958942240779401,8.557,0.451,6.987,48.7,23,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:35.581026,GPU306_EMC204_CPU1036,306,1036,204,306,204,p512_o128,512,128,mixed,2,361.8400120176375,89.51863724993721,11462.643508799374,125,10.904988880099335,183.034,15.916,16.303,1.464272,0.6829332255209415,8.557,0.399,6.96,48.9,23,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:37.637798,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,mixed,0,1246.8685891944915,1246.8685891944915,1246.8685891944915,0,0.0,18.542,12.361,13.195,0.0,0.0,6.521,0.399,5.441,48.8,3,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:49.097996,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,mixed,1,94.30719795636833,83.08873655215844,10647.090401966125,128,12.022063790907902,171.688,16.351,17.003,1.3413125,0.7455384185266297,8.725,0.399,7.227,49.1,21,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:54:50.001745,GPU306_EMC204_CPU1036,306,1036,204,306,204,p1024_o128,1024,128,mixed,2,94.1391340456903,94.1391340456903,94.1391340456903,0,0.0,5.15,10.299,10.299,0.0,0.0,4.792,0.399,5.108,49.0,1,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
2026-05-16T05:55:12.293624,GPU306_EMC204_CPU1036,306,1036,204,306,204,p128_o256,128,256,mixed,0,88.88604305684566,83.86628875673256,21475.778437918052,256,11.920406086328466,340.628,16.22,16.407,1.330578125,0.7515530138450157,8.697,0.399,7.125,49.5,42,Phi-3-mini-Q4,llama.cpp,finegrained_gpu_emc
