timestamp,config_name,gpu_freq_mhz,cpu_freq_mhz,emc_freq_mhz,target_gpu_mhz,target_emc_mhz,workload,prompt_length,output_length,phase,repeat,ttft_ms,tpot_ms,total_time_ms,output_tokens,tokens_per_second,total_energy_j,avg_power_w,max_power_w,energy_per_token_j,tokens_per_joule,avg_gpu_soc_w,avg_cpu_cv_w,avg_sys_5v0_w,avg_temp_cpu_c,power_samples,model,runtime,experiment
2026-06-03T07:11:54.267436,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,0,135.5065950192511,133.02174449292204,8516.147626098245,64,7.515135106849036,146.158,17.195,18.006,2.28371875,0.43788229176644455,9.302,0.422,7.471,49.4,17,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:12:03.595632,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,1,135.68134198430926,133.02165618912863,8516.31792995613,64,7.514984824002417,145.795,17.152,18.006,2.278046875,0.438972529922151,9.253,0.446,7.453,49.6,17,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:12:12.925887,GPU306_CPU1036,306,1036,3199,306,3199,p64_o64,64,64,decode,2,135.89359109755605,133.0504915381353,8518.349430058151,64,7.513192611489653,144.11,16.954,17.607,2.25171875,0.4441051974186385,9.114,0.422,7.418,49.8,17,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:12:30.793867,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,0,135.547999991104,133.2066253306139,17053.28085902147,128,7.505887052360712,291.799,17.165,18.006,2.2796796875,0.43865811740273275,9.277,0.434,7.453,50.1,34,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:12:48.650607,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,1,135.37491497118026,133.1185386616986,17041.923646931536,128,7.5108891843349435,292.956,17.233,18.006,2.28871875,0.43692568167233303,9.325,0.434,7.474,50.5,34,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:13:06.508628,GPU306_CPU1036,306,1036,3199,306,3199,p128_o128,128,128,decode,2,135.91470604296774,133.12578573181315,17043.386216042563,128,7.510244641379799,294.748,17.338,18.905,2.30271875,0.4342692740917665,9.359,0.493,7.486,50.9,34,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:14:05.986131,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,0,135.50997897982597,137.66792627108583,58651.07647993136,425,7.246243811832205,989.049,17.201,18.006,2.3271741176470586,0.4297057071995422,9.299,0.406,7.496,51.5,115,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:15:17.934474,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,1,142.35368894878775,138.89100331309163,71117.6071439404,512,7.199342336753875,1198.018,17.238,18.905,2.33987890625,0.427372543651264,9.302,0.431,7.505,52.3,139,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:16:29.816853,GPU306_CPU1036,306,1036,3199,306,3199,p128_o512,128,512,decode,2,142.3574920045212,138.76309403315835,71052.28325491771,512,7.205961251985005,1200.644,17.275,18.018,2.3450078125,0.42643781170771683,9.315,0.425,7.535,53.0,139,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:17:04.977452,GPU306_CPU1036,306,1036,3199,306,3199,p256_o256,256,256,decode,0,141.33226696867496,134.1131180981357,34341.15407301579,256,7.454612604331689,589.878,17.608,19.501,2.3042109375,0.43398804498557325,9.487,0.5,7.621,53.4,67,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
2026-06-03T07:17:40.133494,GPU306_CPU1036,306,1036,3199,306,3199,p256_o256,256,256,decode,1,140.67904697731137,134.0967416115032,34336.354159982875,256,7.455654692027666,588.374,17.563,18.118,2.2983359375,0.4350974040321292,9.482,0.435,7.646,53.7,67,Meta-Llama-3.1-8B-Instruct-Q4_K_M,llama.cpp,finegrained_gpu_emc
